ibelongtothebaddestgirlatschool,I Belong to the Baddest Girl at School,JP,,
ibitsu,Ibitsu,,,review
icannotreachyou,I Cannot Reach You,,,review
icantbelieveisleptwithyou,I Can't Believe I Slept With You!,,,review
icantchooseachildhoodfriend001,I Can't Choose A Childhood Friend! #001,JP,,
icantrefuses,I Can't Refuse S,,,review
icantsaynotothelonelygirl1,I Can't Say No to the Lonely Girl 1,JP,,
icantsaynotothelonelygirl2,I Can't Say No to the Lonely Girl 2,JP,,
icantsaynotothelonelygirl3,I Can't Say No to the Lonely Girl 3,JP,,
icantsaynotothelonelygirl4,I Can't Say No to the Lonely Girl 4,JP,,
icantsaynotothelonelygirl5,I Can't Say No to the Lonely Girl 5,JP,,
icantsaynotothelonelygirl6,I Can't Say No to the Lonely Girl 6,JP,,
icantstandbeingyourchildhoodfriend,I Can't Stand Being Your Childhood Friend,,,review
ichiroh,Ichiroh!,,,review
ichithekiller,Ichi the Killer,,,review
ichithewitch,Ichi the Witch,JP,,
icrossdressedfortheirlmeetup1,I Cross-Dressed for the IRL Meetup 1,JP,,
icrossdressedfortheirlmeetup2,I Cross-Dressed for the IRL Meetup 2,JP,,
icrossdressedfortheirlmeetup3,I Cross-Dressed for the IRL Meetup 3,JP,,
ididntmeantofallinlove,I Didn't Mean to Fall in Love,,,review
idinvadedbrakebroken,ID:Invaded #Brake-Broken,,,review
idiotz,Idiotz,,,review
idolxidolstory,IDOL x IDOL STORY!,,,review
idontknowhowtogivebirth,I Don't Know How to Give Birth!,,,review
idontknowhowtolove,I Don't Know How to Love,,,review
idontknowwhichislove,I Don't Know Which is Love,,,review
idontknowyoshida,"I Don't Know, Yoshida",,,review
idontlikeyouatallbigbrother,"I Don't Like You At All, Big Brother!!",,,review
idontneedahappyending,I Don't Need a Happy Ending,,,review
ifitsformydaughteridevendefeatademonlord,If It's for My Daughter I'd Even Defeat a Demon Lord,,,review
ifitsyouimighttryfallinginlove,"If It's You, I Might Try Falling in Love",,,review
ifmyfavoritepopidolmadeittothebudokaniwoulddie,"If My Favorite Pop Idol Made It to the Budokan, I Would Die",,,review
ifritofthesandsea,Ifrit of the Sand Sea,,,review
iftherpgworldhadsocialmedia,If the RPG World Had Social Media...,,,review
ifthevillainessandvillainmetandfellinlove,If the Villainess and Villain Met and Fell in Love,,,review
ifwitchthenwhich,"If Witch, Then Which?",,,review
igetthefeelingthatnobukunisanlikesme,I Get the Feeling That Nobukuni-san Likes Me,,,review
igotacheatskillinanotherworldandbecameunrivaledintherealworldtoo,"I Got a Cheat Skill in Another World and Became Unrivaled in the Real World, Too",,,review
igotcaughtupinaherosummons,I Got Caught Up In a Hero Summons,,,review
igotcaughtupinaherosummonsbuttheotherworldwasatpeace,"I Got Caught Up In a Hero Summons, but the Other World was at Peace!",,,review
igotfiredasacourtwizardsonowimmovingtothecountrytobecomeamagicteacher,I Got Fired as a Court Wizard so Now I'm Moving to the Country to Become a Magic Teacher,,,review
igotmarriedtothegirlihatemostinclass,I Got Married to the Girl I Hate Most in Class,,,review
igotreincarnatedinablworldofbigmanboobs1,I Got Reincarnated in a (BL) World of Big (Man) Boobs 1,JP,,
igotreincarnatedinablworldofbigmanboobs2,I Got Reincarnated in a (BL) World of Big (Man) Boobs 2,JP,,
igotreincarnatedinablworldofbigmanboobs3,I Got Reincarnated in a (BL) World of Big (Man) Boobs 3,JP,,
igrewthegreatesthomegardenwithmyopcultivationskill001,I Grew the Greatest Home Garden with my OP Cultivation Skill? #001,JP,,
igrewthegreatesthomegardenwithmyopcultivationskill002,I Grew the Greatest Home Garden with my OP Cultivation Skill? #002,JP,,
igrewthegreatesthomegardenwithmyopcultivationskill003,I Grew the Greatest Home Garden with my OP Cultivation Skill? #003,JP,,
igrewthegreatesthomegardenwithmyopcultivationskill004,I Grew the Greatest Home Garden with my OP Cultivation Skill? #004,JP,,
igrewthegreatesthomegardenwithmyopcultivationskill005,I Grew the Greatest Home Garden with my OP Cultivation Skill? #005,JP,,
igrewthegreatesthomegardenwithmyopcultivationskill006,I Grew the Greatest Home Garden with my OP Cultivation Skill? #006,JP,,
igrewthegreatesthomegardenwithmyopcultivationskill007,I Grew the Greatest Home Garden with my OP Cultivation Skill? #007,JP,,
igrewthegreatesthomegardenwithmyopcultivationskill008,I Grew the Greatest Home Garden with my OP Cultivation Skill? #008,JP,,
igrewthegreatesthomegardenwithmyopcultivationskill009,I Grew the Greatest Home Garden with my OP Cultivation Skill? #009,JP,,
igrewthegreatesthomegardenwithmyopcultivationskill010,I Grew the Greatest Home Garden with my OP Cultivation Skill? #010,JP,,
igrewthegreatesthomegardenwithmyopcultivationskill011,I Grew the Greatest Home Garden with my OP Cultivation Skill? #011,JP,,
igrewthegreatesthomegardenwithmyopcultivationskill012,I Grew the Greatest Home Garden with my OP Cultivation Skill? #012,JP,,
igrewthegreatesthomegardenwithmyopcultivationskill013,I Grew the Greatest Home Garden with my OP Cultivation Skill? #013,JP,,
igrewthegreatesthomegardenwithmyopcultivationskill014,I Grew the Greatest Home Garden with my OP Cultivation Skill? #014,JP,,
igrewthegreatesthomegardenwithmyopcultivationskill015,I Grew the Greatest Home Garden with my OP Cultivation Skill? #015,JP,,
igrewthegreatesthomegardenwithmyopcultivationskill016,I Grew the Greatest Home Garden with my OP Cultivation Skill? #016,JP,,
igrewthegreatesthomegardenwithmyopcultivationskill017,I Grew the Greatest Home Garden with my OP Cultivation Skill? #017,JP,,
igrewthegreatesthomegardenwithmyopcultivationskill018,I Grew the Greatest Home Garden with my OP Cultivation Skill? #018,JP,,
igrewthegreatesthomegardenwithmyopcultivationskill019,I Grew the Greatest Home Garden with my OP Cultivation Skill? #019,JP,,
igrewthegreatesthomegardenwithmyopcultivationskill020,I Grew the Greatest Home Garden with my OP Cultivation Skill? #020,JP,,
igrewthegreatesthomegardenwithmyopcultivationskill021,I Grew the Greatest Home Garden with my OP Cultivation Skill? #021,JP,,
igrewthegreatesthomegardenwithmyopcultivationskill022,I Grew the Greatest Home Garden with my OP Cultivation Skill? #022,JP,,
igrewthegreatesthomegardenwithmyopcultivationskill023,I Grew the Greatest Home Garden with my OP Cultivation Skill? #023,JP,,
igrewthegreatesthomegardenwithmyopcultivationskill024,I Grew the Greatest Home Garden with my OP Cultivation Skill? #024,JP,,
igrewthegreatesthomegardenwithmyopcultivationskill025,I Grew the Greatest Home Garden with my OP Cultivation Skill? #025,JP,,
igrewthegreatesthomegardenwithmyopcultivationskill026,I Grew the Greatest Home Garden with my OP Cultivation Skill? #026,JP,,
igrewthegreatesthomegardenwithmyopcultivationskill027,I Grew the Greatest Home Garden with my OP Cultivation Skill? #027,JP,,
igrewthegreatesthomegardenwithmyopcultivationskill028,I Grew the Greatest Home Garden with my OP Cultivation Skill? #028,JP,,
igrewthegreatesthomegardenwithmyopcultivationskill029,I Grew the Greatest Home Garden with my OP Cultivation Skill? #029,JP,,
igrewthegreatesthomegardenwithmyopcultivationskill030,I Grew the Greatest Home Garden with my OP Cultivation Skill? #030,JP,,
igrewthegreatesthomegardenwithmyopcultivationskill031,I Grew the Greatest Home Garden with my OP Cultivation Skill? #031,JP,,
igrewthegreatesthomegardenwithmyopcultivationskill032,I Grew the Greatest Home Garden with my OP Cultivation Skill? #032,JP,,
ihadthatsamedreamagainthecompletemangacollection,I Had That Same Dream Again: The Complete Manga Collection,,,review
ihaveasecret,I Have a Secret,,,review
ihearthesunspot,I Hear the Sunspot,JP,,
ikeptpressingthe100millionyearbuttonandcameoutontop,I Kept Pressing the 100-Million-Year Button and Came Out on Top,,,review
il,I.L.,,,review
ilikecatbutts,I Like Cat Butts,,,review
illbecomeavillainesswhogoesdowninhistory,I'll Become a Villainess Who Goes Down in History,,,review
illforgetyoustartingtodaysenpai,"I'll Forget You Starting Today, Senpai!",,,review
illneverbeyourcrownprincess,I'll Never Be Your Crown Princess!,,,review
illneverbeyourcrownprincessbetrothed,I'll Never Be Your Crown Princess! – Betrothed,,,review
iloveamy,I Love Amy,KR,manhwa,
iloveyousomuchihateyou,"I Love You So Much, I Hate You",,,review
iloveyuriandigotbodyswappedwithafujoshi,I Love Yuri and I Got Bodyswapped With a Fujoshi!,JP,,
iluvhalloween,I Luv Halloween,,,review
imabehemothansrankedmonsterbutmistakenforacatiliveasanelfgirlspet,"I'm a Behemoth, an S-Ranked Monster, but Mistaken for a Cat, I Live as an Elf Girl's Pet",,,review
imadefriendswiththesecondprettiestgirlinmyclass,I Made Friends with the Second Prettiest Girl in My Class,,,review
imaginary,Imaginary,,,review
imaizumibringsallthegalstohishouse,Imaizumi Brings All the Gals to His House,,,review
imarriedmybestfriendtoshutmyparentsup,I Married My Best Friend to Shut My Parents Up,,,review
imarriedmyfemalefriend,I Married My Female Friend,,,review
imaterminalcancerpatientbutimfine,"I'm a Terminal Cancer Patient, but I'm Fine.",,,review
imawolfbutmybossisasheep,"I'm a Wolf, but My Boss is a Sheep!",,,review
imaybeaguildreceptionistbutillsoloanybosstoclockoutontime,"I May Be a Guild Receptionist, but I'll Solo Any Boss to Clock Out on Time",,,review
imcappedatlevel1thusbeginsmyjourneytobecometheworldsstrongestbadass,I'm Capped at Level 1?! Thus Begins My Journey to Become the World's Strongest Badass!,JP,,
imfinewithbeingthesecondgirlfriend,I'm Fine With Being the Second Girlfriend,,,review
imgivingthedisgracednobleladyirescuedacrashcourseinnaughtiness,I'm Giving the Disgraced Noble Lady I Rescued a Crash Course in Naughtiness,JP,,
imgivingthedisgracednobleladyirescuedacrashcourseinnaughtiness1,I'm Giving the Disgraced Noble Lady I Rescued a Crash Course in Naughtiness 1,JP,,
imgivingthedisgracednobleladyirescuedacrashcourseinnaughtiness2,I'm Giving the Disgraced Noble Lady I Rescued a Crash Course in Naughtiness 2,JP,,
imgivingthedisgracednobleladyirescuedacrashcourseinnaughtiness3,I'm Giving the Disgraced Noble Lady I Rescued a Crash Course in Naughtiness 3,JP,,
imgivingthedisgracednobleladyirescuedacrashcourseinnaughtiness4,I'm Giving the Disgraced Noble Lady I Rescued a Crash Course in Naughtiness 4,JP,,
imgivingthedisgracednobleladyirescuedacrashcourseinnaughtiness5,I'm Giving the Disgraced Noble Lady I Rescued a Crash Course in Naughtiness 5,JP,,
imgivingthedisgracednobleladyirescuedacrashcourseinnaughtiness6,I'm Giving the Disgraced Noble Lady I Rescued a Crash Course in Naughtiness 6,JP,,
imgivingthedisgracednobleladyirescuedacrashcourseinnaughtiness7,I'm Giving the Disgraced Noble Lady I Rescued a Crash Course in Naughtiness 7,JP,,
imgivingthedisgracednobleladyirescuedacrashcourseinnaughtiness8,I'm Giving the Disgraced Noble Lady I Rescued a Crash Course in Naughtiness 8,JP,,
imgivingthedisgracednobleladyirescuedacrashcourseinnaughtiness9,I'm Giving the Disgraced Noble Lady I Rescued a Crash Course in Naughtiness 9,JP,,
imgladtheykickedmefromtheherospartybutwhyreyoufollowingmegreatsaintess057,"I'm Glad They Kicked Me From The Hero's Party... But Why're you following me, Great Saintess? #057",JP,,
imgladtheykickedmefromtheherospartybutwhyreyoufollowingmegreatsaintess058,"I'm Glad They Kicked Me From The Hero's Party... But Why're you following me, Great Saintess? #058",JP,,
imgladtheykickedmefromtheherospartybutwhyreyoufollowingmegreatsaintess059,"I'm Glad They Kicked Me From The Hero's Party... But Why're you following me, Great Saintess? #059",JP,,
imgladtheykickedmefromtheherospartybutwhyreyoufollowingmegreatsaintess060,"I'm Glad They Kicked Me From The Hero's Party... But Why're you following me, Great Saintess? #060",JP,,
imgreatpriestimhotep,Im: Great Priest Imhotep,,,review
imherebesideyou,"I'm Here, Beside You",,,review
iminlovewiththeoldergirlnextdoor,I'm in Love with the Older Girl Next Door,,,review
iminlovewiththevillainess,I'm in Love with the Villainess,,,review
imitation,IMITATION,,,review
imkindachubbyandimyourhero,I'm Kinda Chubby and I'm Your Hero,,,review
immortalhounds,Immortal Hounds,JP,,
immortalhounds1,Immortal Hounds 1,JP,,
immortalhounds2,Immortal Hounds 2,JP,,
immortalhounds3,Immortal Hounds 3,JP,,
immortalhounds4,Immortal Hounds 4,JP,,
immortalhounds5,Immortal Hounds 5,JP,,
immortalhounds6,Immortal Hounds 6,JP,,
immortalhounds7,Immortal Hounds 7,JP,,
immortalityandpunishment,Immortality and Punishment,,,review
immortalregis,Immortal Regis,KR,manhwa,
imnoangel,I'm No Angel,JP,,
imnotasuccubus,I'm Not a Succubus!,,,review
imnotmeat,I'm Not Meat,,,review
imperfectgirl1,Imperfect Girl 1,JP,,
imperfectgirl2,Imperfect Girl 2,JP,,
imperfectgirl3,Imperfect Girl 3,JP,,
imperialreincarnationicameisawisurvived,"Imperial Reincarnation: I Came, I Saw, I Survived",JP,,
imquittingheroing,I'm Quitting Heroing,,,review
imrunningforcrownprincessbutalliwantisasteadypaycheck,"I'm Running for Crown Princess, but All I Want is a Steady Paycheck!",,,review
imstandingonamillionlives17,I'm Standing on a Million Lives 17,JP,,
imstandingonamillionlives18,I'm Standing on a Million Lives 18,JP,,
imstandingonamillionlives19,I'm Standing on a Million Lives 19,JP,,
imthecatlordsmanservant,I'm the Catlords' Manservant,,,review
imtheevillordofanintergalacticempire,I'm the Evil Lord of an Intergalactic Empire!,,,review
imthegrimreaper,I'm the Grim Reaper,JP,,
imtheherobutthedemonlordsalsome,"I'm the Hero, but the Demon Lord's Also Me",,,review
imtheheroicknightofanintergalacticempire,I'm the Heroic Knight of an Intergalactic Empire!,,,review
imthemonstergirlyouoncesavedamiddleagedteacherinanotherworldisconcernedabouthissuddenpopularity,I'm the Monster Girl You Once Saved: A Middle-Aged Teacher in Another World Is Concerned About His Sudden Popularity,,,review
imthevillainesssoimtamingthefinalboss,"I'm the Villainess, So I'm Taming the Final Boss",,,review
inanotherworldmysisterstolemyname,"In Another World, My Sister Stole My Name",,,review
inanotherworldwithmysmartphone,In Another World With My Smartphone,,,review
inclothescalledfat,In Clothes Called Fat,JP,,
infinitedendrogram,Infinite Dendrogram,JP,,
initiald,Initial D (),JP,,
inloveskeyreprised,"In Love's Key, Reprised",JP,,
innocent,Innocent,,,review
innocentrouge,Innocent Rouge,,,review
insidemari,Inside Mari,JP,,
insidethetentaclecave,Inside the Tentacle Cave,,,review
insodeepitslovealready,"In So Deep, It's Love Already",,,review
insomniacsafterschool,Insomniacs After School,JP,,
inspectre19,In/Spectre 19,JP,,
inspectre20,In/Spectre 20,JP,,
inspectre21,In/Spectre 21,JP,,
inspectre22,In/Spectre 22,JP,,
insuchasmallworld,In Such a Small World,,,review
insufficientdirection,Insufficient Direction,JP,,
interspeciesreviewers,Interspecies Reviewers,,,review
interstellarviolin1,Interstellar Violin 1,JP,,
interviewwiththevampireclaudiasstory,Interview with the Vampire: Claudia's Story,,,review
intheclearmoonlitdusk10,In the Clear Moonlit Dusk 10,JP,,
intheclearmoonlitdusk6,In the Clear Moonlit Dusk 6,JP,,
intheclearmoonlitdusk7,In the Clear Moonlit Dusk 7,JP,,
intheclearmoonlitdusk8,In the Clear Moonlit Dusk 8,JP,,
intheclearmoonlitdusk9,In the Clear Moonlit Dusk 9,JP,,
intheend,In The End,,,review
intheheavenlyprisonthedevilenchantsme,"In the Heavenly Prison, the Devil Enchants Me",,,review
inthelandofleadale,In the Land of Leadale,,,review
inthenameofthemermaidprincess,In the Name of the Mermaid Princess,JP,,
inthetwilightofouradolescence,In the Twilight of Our Adolescence,,,review
inthiscorneroftheworldcollection,In this Corner of the World ( Collection),,,review
intoradness,Into Radness,,,review
intothedeepestmostunknowabledungeon,"Into the Deepest, Most Unknowable Dungeon",,,review
intotheunbeing,Into the Unbeing,,,review
intotheunbeinglibraryedition,Into the Unbeing Library Edition,,,review
introndepot2blades,Intron Depot 2: Blades,,,review
introndepot3ballistics,Intron Depot 3: Ballistics,,,review
introndepot4bullets,Intron Depot 4: Bullets,,,review
introndepotbattalion,Intron Depot: Battalion,,,review
inukami,Inukami!,,,review
inutamycanineclassmate01,Inuta: My Canine Classmate 01,JP,,
inuxboku,Inu x Boku,,,review
inuyasha,Inuyasha,JP,,
inverloch,Inverloch,,,review
invisible,InVisible,other,,
iotaku,"I, Otaku",,,review
ipickedupthisworldsstrategyguide,I Picked Up This World's Strategy Guide,,,review
iquitmyapprenticeshipasaroyalcourtwizardtobecomeamagicitemcraftswoman,I Quit My Apprenticeship as a Royal Court Wizard to Become a Magic Item Craftswoman,,,review
ireincarnatedasthevillaincommanderofanorderofknights,I Reincarnated as the “Villain” Commander of an Order of Knights,,,review
isay,I SAY,,,review
iseeyouaizawasan,"I See You, Aizawa-san!",,,review
iseeyourfaceturnedaway1,"I See Your Face, Turned Away 1",JP,,
iseeyourfaceturnedaway2,"I See Your Face, Turned Away 2",JP,,
iseeyourfaceturnedaway3,"I See Your Face, Turned Away 3",JP,,
iseeyourfaceturnedaway4,"I See Your Face, Turned Away 4",JP,,
isekaiaffair,ISEKAI AFFAIR,,,review
isekaiaffair10yearsafterdefeatingthedemonkingtheherocheatsonhiswifewithawarriorwomanwholostherhusband,"ISEKAI AFFAIR: 10 Years After Defeating the Demon King, the Hero Cheats on His Wife With a Warrior Woman Who Lost Her Husband",,,review
isekaimetaller,Isekai Metaller,,,review
isekaisamurai,Isekai Samurai,,,review
isekaitensei,Isekai Tensei,JP,,
isekaitenseirecruitedtoanotherworld,Isekai Tensei: Recruited to Another World,JP,,
ishallsurviveusingpotions,I Shall Survive Using Potions!,JP,,
ishouldnotloveyou,I Should Not Love You,,,review
isitwrongtotrytopickupgirlsinadungeon,Is It Wrong to Try to Pick Up Girls in a Dungeon?,,,review
isitwrongtotrytopickupgirlsinadungeonfamiliachronicleepisodefreya,Is It Wrong to Try to Pick Up Girls in a Dungeon? Familia Chronicle Episode Freya,,,review
isitwrongtotrytopickupgirlsinadungeonfamiliachronicleepisodelyu,Is It Wrong to Try to Pick Up Girls in a Dungeon? Familia Chronicle Episode Lyu,,,review
isitwrongtotrytopickupgirlsinadungeonfourpanelcomicdaysofgoddess,Is It Wrong to Try to Pick Up Girls in a Dungeon? Four-Panel Comic: Days of Goddess,,,review
isitwrongtotrytopickupgirlsinadungeonfourpanelcomicodddaysofgoddess,Is It Wrong to Try to Pick Up Girls in a Dungeon? Four-Panel Comic: Odd Days of Goddess,,,review
isitwrongtotrytopickupgirlsinadungeonii,Is It Wrong to Try to Pick Up Girls in a Dungeon? II,,,review
isitwrongtotrytopickupgirlsinadungeonmemoriafreese,Is It Wrong to Try to Pick Up Girls in a Dungeon? Memoria Freese,,,review
isitwrongtotrytopickupgirlsinadungeononthesideswordoratoria,Is It Wrong to Try to Pick Up Girls in a Dungeon? On the Side: Sword Oratoria,,,review
issak,Issak (),JP,,
isshikisanwantstoknowaboutlove,Isshiki-san Wants to Know About Love,,,review
istheorderarabbit,Is the Order a Rabbit?,,,review
isthisazombie,Is This a Zombie?,,,review
isweariwontbotheryouagain,I Swear I Won't Bother You Again!,,,review
itaewonclass,Itaewon Class,KR,manhwa,
itamedmyexhusbandsmaddog,I Tamed My Ex-husband's Mad Dog,KR,manhwa,
ithinkillcheattobecomeaspellswordinanotherworld051,I Think I'll Cheat to Become a Spellsword in Another World #051,JP,,
ithinkillcheattobecomeaspellswordinanotherworld052,I Think I'll Cheat to Become a Spellsword in Another World #052,JP,,
ithinkiturnedmychildhoodfriendintoagirl,I Think I Turned My Childhood Friend Into a Girl,,,review
ithinkoursonisgay01,I Think Our Son Is Gay 01,JP,,
ithinkoursonisgay02,I Think Our Son Is Gay 02,JP,,
ithinkoursonisgay03,I Think Our Son Is Gay 03,JP,,
ithinkoursonisgay04,I Think Our Son Is Gay 04,JP,,
ithinkoursonisgay05,I Think Our Son Is Gay 05,JP,,
ithoughtmychildhoodfriendwasaguynowshesmywifeanditsgoingtoowell,I Thought My Childhood Friend Was a Guy… Now She's My Wife and It's Going Too Well!,,,review
itsallyourfault,It's All Your Fault,,,review
itsjustadreamright,It's Just a Dream... Right?!,,,review
itsjustnotmynight,It's Just Not My Night,,,review
itsjustnotmynighttaleofafallenvampirequeen,It's Just Not My Night! – Tale of a Fallen Vampire Queen,,,review
itsonlyteenagewasteland,It's Only Teenage Wasteland,,,review
itsstrictlybusiness,It's Strictly Business,,,review
ittakesawizard,It Takes a Wizard,other,,
ittakesmorethanaprettyfacetofallinlove,It Takes More Than a Pretty Face to Fall in Love,,,review
ittakestwotomorrowtoo,"It Takes Two Tomorrow, Too",JP,,
ivebecomeanomegatoday,I've Become an Omega Today,,,review
ivebeenkillingslimesfor300yearsandmaxedoutmylevel,I've Been Killing Slimes for 300 Years and Maxed Out My Level,,,review
ivebeenkillingslimesfor300yearsandmaxedoutmylevelspinoffthereddragonacademyforgirls,I've Been Killing Slimes for 300 Years and Maxed Out My Level Spin-off: The Red Dragon Academy for Girls,,,review
iwannadobadthingswithyou,I Wanna Do Bad Things with You,JP,,
iwantagalgamertopraiseme,I Want a Gal Gamer to Praise Me,,,review
iwanttobeareceptionistinthismagicalworld,I Want to be a Receptionist in This Magical World,,,review
iwanttobeawall,I Want to Be a Wall,,,review
iwanttoeatyourpancreasthecompletemangacollection,I Want to Eat Your Pancreas: The Complete Manga Collection,,,review
iwanttoendthislovegame,I Want to End This Love Game,JP,,
iwanttoescapefromprincesslessons,I Want to Escape from Princess Lessons,,,review
iwanttoloveyoutillyourdyingday1,I Want to Love You Till Your Dying Day 1,JP,,
iwanttoloveyoutillyourdyingday2,I Want to Love You Till Your Dying Day 2,JP,,
iwanttoloveyoutillyourdyingday3,I Want to Love You Till Your Dying Day 3,JP,,
iwanttoloveyoutillyourdyingday4,I Want to Love You Till Your Dying Day 4,JP,,
iwanttoloveyoutillyourdyingday5,I Want to Love You Till Your Dying Day 5,JP,,
iwanttoloveyoutillyourdyingday6,I Want to Love You Till Your Dying Day 6,JP,,
iwanttoloveyoutillyourdyingday7,I Want to Love You Till Your Dying Day 7,JP,,
iwanttoloveyoutillyourdyingday8,I Want to Love You Till Your Dying Day 8,JP,,
iwantyourmothertobewithme,I Want Your Mother to be With Me!,JP,,
iwantyoutomakemebeautiful,I Want You to Make Me Beautiful!,,,review
iwasabottomtierbureaucratfor1500yearsandthedemonkingmademeaminister,"I Was a Bottom-Tier Bureaucrat for 1,500 Years, and the Demon King Made Me a Minister",,,review
iwascalledineptathomebutturnsoutimsuperadeptcomparedtotherestoftheworld040,"I Was Called Inept at Home, but Turns Out I'm Super Adept Compared to the Rest of the World #040",JP,,
iwascalledineptathomebutturnsoutimsuperadeptcomparedtotherestoftheworld041,"I Was Called Inept at Home, but Turns Out I'm Super Adept Compared to the Rest of the World #041",JP,,
iwascalledineptathomebutturnsoutimsuperadeptcomparedtotherestoftheworld042,"I Was Called Inept at Home, but Turns Out I'm Super Adept Compared to the Rest of the World #042",JP,,
iwasreincarnatedasthe7thprincesoicantakemytimeperfectingmymagicalability10,I Was Reincarnated as the 7th Prince so I Can Take My Time Perfecting My Magical Ability 10,JP,,
iwasreincarnatedasthe7thprincesoicantakemytimeperfectingmymagicalability11,I Was Reincarnated as the 7th Prince so I Can Take My Time Perfecting My Magical Ability 11,JP,,
iwasreincarnatedasthe7thprincesoicantakemytimeperfectingmymagicalability12,I Was Reincarnated as the 7th Prince so I Can Take My Time Perfecting My Magical Ability 12,JP,,
iwasreincarnatedasthe7thprincesoicantakemytimeperfectingmymagicalability13,I Was Reincarnated as the 7th Prince so I Can Take My Time Perfecting My Magical Ability 13,JP,,
iwasreincarnatedasthe7thprincesoicantakemytimeperfectingmymagicalability14,I Was Reincarnated as the 7th Prince so I Can Take My Time Perfecting My Magical Ability 14,JP,,
iwasreincarnatedasthe7thprincesoicantakemytimeperfectingmymagicalability15,I Was Reincarnated as the 7th Prince so I Can Take My Time Perfecting My Magical Ability 15,JP,,
iwasreincarnatedasthe7thprincesoicantakemytimeperfectingmymagicalability16,I Was Reincarnated as the 7th Prince so I Can Take My Time Perfecting My Magical Ability 16,JP,,
iwasreincarnatedasthe7thprincesoicantakemytimeperfectingmymagicalability9,I Was Reincarnated as the 7th Prince so I Can Take My Time Perfecting My Magical Ability 9,JP,,
iwasreincarnatedastheheroineonthevergeofabadendingandimdeterminedtofallinlove,"I Was Reincarnated as the Heroine on the Verge of a Bad Ending, and I'm Determined to Fall in Love!",,,review
iwasreincarnatedasthevillainess,I Was Reincarnated as the Villainess,,,review
iwassolddirtcheapbutmypowerlevelisoffthecharts,"I Was Sold Dirt Cheap, But My Power Level Is Off the Charts",JP,,
iwassummonedtobeasaintbutwasrobbedoftheposition056,"I Was Summoned to Be a Saint, but Was Robbed of the Position #056",JP,,
iwassummonedtobeasaintbutwasrobbedoftheposition057,"I Was Summoned to Be a Saint, but Was Robbed of the Position #057",JP,,
iwassummonedtobeasaintbutwasrobbedoftheposition058,"I Was Summoned to Be a Saint, but Was Robbed of the Position #058",JP,,
iwillfallinlovewithazamiyakoifitkillsme,I Will Fall in Love with Azami Yako (if it kills me),,,review
iwishicouldmeetyouagainonthehillwherethatflowerblooms,I Wish I Could Meet You Again on the Hill Where That Flower Blooms,,,review
iwontletmistresssuckmyblood,I Won't Let Mistress Suck My Blood,,,review
iyanuchildofwonder,Iyanu: Child of Wonder,,,review
izumiandthedragonencyclopedia,Izumi and the Dragon Encyclopedia,,,review
jackfrost,Jack Frost,,,review
jacktheripperhellblade,Jack the Ripper: Hell Blade,KR,manhwa,
jimstarlinsdreadstar,Jim Starlin's Dreadstar,,,review
jinx,Jinx,,,review
jkharuisasexworkerinanotherworld,JK Haru is a Sex Worker in Another World,,,review
joegolemoccultdetective,Joe Golem: Occult Detective,,,review
johnlecarresthecircuslosingcontrol,John le Carre's: The Circus--Losing Control,,,review
jojosbizarreadventure,JoJo's Bizarre Adventure,JP,,
jojosbizarreadventurediamondisunbreakable,JoJo's Bizarre Adventure-Diamond Is Unbreakable,JP,,
joseethetigerandthefish,"Josee, the Tiger and the Fish",,,review
joyama,Joyama,,,review
joyoperations,Joy Operations,,,review
jpopidol,J-Pop Idol,,,review
juanaandthedragonewtssevenkingdoms,Juana and the Dragonewts' Seven Kingdoms,,,review
judge,Judge,,,review
jujutsukaisen,Jujutsu Kaisen,JP,,
jumpscare,Jumpscare,,,review
junglejuice,Jungle Juice,KR,manhwa,
juon,Ju-On,,,review
juonvideoside,Ju-On: Video Side,,,review
jupiterslegacy,Jupiter's Legacy,,,review
jupiterslegacylibraryedition,Jupiter's Legacy Library Edition,,,review
juror13,Juror 13,,,review
justlikemonalisa,Just Like Mona Lisa,JP,,
justlikemonalisa01,Just Like Mona Lisa 01,JP,,
justlikemonalisa02,Just Like Mona Lisa 02,JP,,
justlikemonalisa03,Just Like Mona Lisa 03,JP,,
justlikemonalisa04,Just Like Mona Lisa 04,JP,,
justlikemonalisa05,Just Like Mona Lisa 05,JP,,
justlikemonalisa06,Just Like Mona Lisa 06,JP,,
justlikemonalisa07,Just Like Mona Lisa 07,JP,,
justlikemonalisa08,Just Like Mona Lisa 08,JP,,
justlikemonalisa09,Just Like Mona Lisa 09,JP,,
justlikemonalisa10,Just Like Mona Lisa 10,JP,,
jyuohsei,Jyu-Oh-Sei,,,review
kagekishojo,Kageki Shojo!!,,,review
kageroudaze,Kagerou Daze,,,review
kageroudazemanga,Kagerou Daze Manga,,,review
kagurabachi,Kagurabachi,JP,,
kaguyasamaloveiswar,Kaguya-sama: Love Is War,JP,,
kaiji,Kaiji,JP,,
kaijinfugekikindledspirits1,Kaijin Fugeki: Kindled Spirits 1,JP,,
kaijinfugekikindledspirits2,Kaijin Fugeki: Kindled Spirits 2,JP,,
kaijinfugekikindledspirits3,Kaijin Fugeki: Kindled Spirits 3,JP,,
kaijinfugekikindledspirits4,Kaijin Fugeki: Kindled Spirits 4,JP,,
kaijinfugekikindledspirits5,Kaijin Fugeki: Kindled Spirits 5,JP,,
